algoritmo,rank_test_score,params,mean_test_score,std_test_score,tiempo_entrenamiento,fecha_hora_fin_entrenamiento
Regresión Logística,1,"{'C': 1, 'solver': 'liblinear'}",0.9285425421000412,0.002918140235805021,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,2,"{'C': 1, 'solver': 'lbfgs'}",0.9285135435523848,0.0028864502384436095,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,3,"{'C': 100, 'solver': 'lbfgs'}",0.9285127462325773,0.0028895953695790722,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,4,"{'C': 10, 'solver': 'lbfgs'}",0.928510904106375,0.002879255399495086,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,5,"{'C': 10, 'solver': 'liblinear'}",0.9284953179251676,0.002869792025792498,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,6,"{'C': 100, 'solver': 'liblinear'}",0.9284911459150965,0.002862096776169711,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,7,"{'C': 0.1, 'solver': 'lbfgs'}",0.9283461891666558,0.002902450193047359,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,8,"{'C': 0.1, 'solver': 'liblinear'}",0.9282551538781247,0.003221077556041457,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,9,"{'C': 0.01, 'solver': 'lbfgs'}",0.9246207307828321,0.0030006321078852724,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Regresión Logística,10,"{'C': 0.01, 'solver': 'liblinear'}",0.9230468580793023,0.004078662261892093,0 days 00:00:02.795814,2024-06-30 12:40:34.189073
Gaussian Naive Bayes,1,{'var_smoothing': np.float64(1e-09)},0.923003137337145,0.0030718252565605886,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,1,{'var_smoothing': np.float64(1e-08)},0.923003137337145,0.0030718252565605886,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,1,{'var_smoothing': np.float64(1e-07)},0.923003137337145,0.0030718252565605886,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,4,{'var_smoothing': np.float64(1e-06)},0.9230030759828406,0.003071771652047712,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,5,{'var_smoothing': np.float64(1e-05)},0.9230028919821256,0.003072067866625319,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,6,{'var_smoothing': np.float64(0.0001)},0.9230024627738407,0.0030708355978112845,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,7,{'var_smoothing': np.float64(0.001)},0.9229866993359087,0.003064470950772106,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,8,{'var_smoothing': np.float64(0.01)},0.9228149575470137,0.0030392927743269917,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,9,{'var_smoothing': np.float64(0.1)},0.9210067910033699,0.0029050297122419086,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Gaussian Naive Bayes,10,{'var_smoothing': np.float64(1.0)},0.9120336998269298,0.0031151581221608255,0 days 00:00:00.577031,2024-06-30 12:40:44.375987
Random Forest,1,"{'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 500}",0.9913006150555805,0.0011593542997465284,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,2,"{'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 500}",0.9911703373860611,0.0011963313695881645,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,3,"{'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 200}",0.9911555519812023,0.0012022455884462867,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,4,"{'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 200}",0.9910373086860584,0.0012277544909897163,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,5,"{'criterion': 'gini', 'max_depth': 30, 'n_estimators': 500}",0.990980499565104,0.0011797063510691932,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,6,"{'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 100}",0.9908993770034767,0.0011517511671207444,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,7,"{'criterion': 'gini', 'max_depth': 20, 'n_estimators': 500}",0.9908852535590131,0.0012194981501033198,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,8,"{'criterion': 'gini', 'max_depth': 30, 'n_estimators': 200}",0.9907858442510588,0.001362035334767232,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,9,"{'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 100}",0.9907113730477549,0.0010043487020083856,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,10,"{'criterion': 'gini', 'max_depth': 20, 'n_estimators': 200}",0.9906593365607469,0.0011727503221364806,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,11,"{'criterion': 'gini', 'max_depth': 30, 'n_estimators': 100}",0.9905037985369347,0.0011521935617408094,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,12,"{'criterion': 'gini', 'max_depth': 20, 'n_estimators': 100}",0.9900977607442238,0.001403147175379876,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,13,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 500}",0.9888221898162408,0.0012019192914398426,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,14,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 200}",0.9885737858494228,0.0012578340190578967,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,15,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 500}",0.9885069786259295,0.0011401192127061658,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,16,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 200}",0.9883543437889906,0.0011390254191995847,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,17,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.9883435794952243,0.0012286079952799932,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
Random Forest,18,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.9882440674404809,0.001129452744904428,0 days 00:07:09.644799,2024-06-30 12:48:01.607354
SVM,1,"{'C': 10, 'kernel': 'rbf'}",0.9847136354090494,0.00239810692871893,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,2,"{'C': 10, 'kernel': 'poly'}",0.9825942055637737,0.0025570776012599564,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,3,"{'C': 1, 'kernel': 'poly'}",0.9819308336685426,0.002041803075190905,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,4,"{'C': 1, 'kernel': 'rbf'}",0.9816058669122866,0.0024153600132442218,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,5,"{'C': 100, 'kernel': 'rbf'}",0.9802759664072276,0.0029306056314796058,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,6,"{'C': 100, 'kernel': 'poly'}",0.9771148448790313,0.0018106917213246692,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,7,"{'C': 0.1, 'kernel': 'poly'}",0.9770050419979412,0.001985707186861973,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,8,"{'C': 0.1, 'kernel': 'rbf'}",0.9677992861857513,0.002057535676377835,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,9,"{'C': 0.1, 'kernel': 'linear'}",0.928606653182032,0.0029403612051842566,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,10,"{'C': 1, 'kernel': 'linear'}",0.9285511641174662,0.0029477908653177255,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,11,"{'C': 100, 'kernel': 'linear'}",0.9285387171814641,0.0029488783510584152,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
SVM,12,"{'C': 10, 'kernel': 'linear'}",0.9285319711629108,0.0029381880382966007,0 days 00:11:09.105028,2024-06-30 12:59:18.126277
LDA,1,{'solver': 'svd'},0.9265901382594304,0.0030634674540134456,0 days 00:00:00.347090,2024-06-30 12:59:47.701452
LDA,1,{'solver': 'lsqr'},0.9265901382594304,0.0030634674540134456,0 days 00:00:00.347090,2024-06-30 12:59:47.701452
LDA,3,{'solver': 'eigen'},,,0 days 00:00:00.347090,2024-06-30 12:59:47.701452
Decision Tree,1,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9802836860630892,0.001509613225617026,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9796431357189037,0.0014785402354275789,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,3,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9793899654574671,0.0012721642272617228,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,3,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9793899654574671,0.0012721642272617228,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9793344190583995,0.001936366549764416,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,6,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9784614608155368,0.0013170069624202797,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,7,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9779692126748379,0.001796641328146371,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,8,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9777554600318036,0.0018590283947479017,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,9,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.977053518620117,0.0017811040974921837,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9754819956503947,0.004317984537683386,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,11,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9737541897616933,0.0038195576913119494,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,12,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9736103485867066,0.0044719227132325665,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,12,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9736103485867066,0.0044719227132325665,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,14,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9715933779197607,0.003891115392045514,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,15,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9706879072601889,0.0032447988304746584,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,16,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9698702113607084,0.003082061856556158,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,17,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9683011855597032,0.0028636165555115125,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,18,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9673240733666244,0.0023550304364662626,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,19,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9644118063453014,0.0019742634581019205,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,20,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9632887332785026,0.002597115540364287,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,20,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9632887332785026,0.002597115540364287,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,20,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9632887332785026,0.002597115540364287,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,23,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9623746265521932,0.0019592434629955064,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,23,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9623746265521932,0.0019592434629955064,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,25,"{'criterion': 'entropy', 'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9610124990371484,0.0015832854919790368,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,31,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9599001046957714,0.0022466338766043994,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,32,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9584887650729398,0.0007950378745740026,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
Decision Tree,33,"{'criterion': 'gini', 'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9583771613365595,0.0041790742056217675,0 days 00:00:44.663784,2024-06-30 13:00:38.369718
